"MS1.MS2" "AT" "BE" "BG" "CH" "CY" "CZ" "DE" "DK" "EE" "EL" "ES" "FI" "FR" "HR" "HU" "IE" "IS" "IT" "LI" "LT" "LU" "LV" "ME" "MK" "MT" "NL" "NO" "PL" "PT" "RO" "SE" "SI" "SK" "TR" "UK"
"IT-LI" 557.987060319838 0 0 87427.9392932912 0 0 0 0 0 0 0 0 0 0 0 0 0 357598.53023666 9653.99774362134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IT-LT" 306039.8570258 0 0 0 0 167527.653421686 0 0 0 0 0 0 0 10669.9927010928 0 0 0 61975.2519156599 0 124326.844054633 0 0 0 0 0 0 0 580105.666138142 0 0 0 124943.379662126 0 0 0
"IT-LU" 0 0 0 167763.146602252 0 0 91963.9729351153 0 0 0 0 0 171630.916696618 0 0 0 0 373683.538318147 0 0 33226.3712770975 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IT-LV" 293462.335788037 0 0 0 0 195721.807150635 0 0 0 0 0 0 0 3318.79646255522 0 0 0 84276.8735209809 0 163053.907140053 0 83504.7223067028 0 0 0 0 0 535360.599903605 0 0 0 82899.324958427 0 0 0
"IT-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 853.889991263358 0 0 0 136546.979447765 0 0 0 0 61818.3713904472 0 0 0 0 0 0 0 0 0 0 0 0
"IT-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145308.767350471 0 0 0 0 38370.4336314226 98847.5897929933 0 0 0 0 0 0 0 0 0 0 0
"IT-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229842.486224505 0 0 0 0 0 0 7905.67778230064 0 0 0 0 0 0 0 0 0 0
"IT-NL" 0 0 0 156398.942483373 0 0 456057.100722859 0 0 0 0 0 5892.7889213791 0 0 0 0 345995.506148503 17405.2960331209 0 0 0 0 0 0 98238.5937343902 0 0 0 0 0 0 0 0 0
"IT-NO" 66755.2360706858 0 0 0 0 0 709754.718988705 15260.4189886164 0 0 0 0 0 0 0 0 0 395782.121812681 0 0 0 0 0 0 0 0 2688.03534812107 0 0 0 0 0 0 0 0
"IT-PL" 305934.62144484 0 0 0 0 166406.275606965 0 0 0 0 0 0 0 10972.9324713198 0 0 0 61863.681175452 0 0 0 0 0 0 0 0 0 212945.813711115 0 0 0 125271.860264985 0 0 0
"IT-PT" 0 0 0 0 0 0 0 0 0 0 752511.772506493 0 92456.8331902697 0 0 0 0 128814.38139783 0 0 0 0 0 0 0 0 0 0 100488.811773801 0 0 0 0 0 0
"IT-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 3312.38832008655 0 0 0 97530.5532264903 0 0 0 0 0 0 0 0 0 0 0 334638.212273017 0 0 0 0 0
"IT-SE" 112099.373862779 0 0 0 0 129906.069689603 732638.408710405 0 0 0 0 0 0 0 0 0 0 361375.260399894 0 0 0 0 0 0 0 0 0 0 0 0 454665.058786539 0 0 0 0
"IT-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 58708.779609109 0 0 0 80968.3104365349 0 0 0 0 0 0 0 0 0 0 0 0 0 89215.8247550463 0 0 0
"IT-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 25035.0040197877 161406.324774277 0 0 80634.2286207568 0 0 0 0 0 0 0 0 0 0 0 0 0 183833.490738602 160888.927864205 0 0
"IT-TR" 0 0 315625.676756016 0 0 0 0 0 0 42956.7543194435 0 0 0 27809.9372924648 0 0 0 136987.425169655 0 0 0 0 133971.189909577 15698.8310204304 0 0 0 0 0 0 0 0 0 207111.017587577 0
"IT-UK" 0 0 0 228954.482365469 0 0 0 0 0 0 0 0 540263.944585813 0 0 0 0 370472.622437142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35071.8906209593
"LI-AT" 246053.079458072 0 0 0 0 0 16340.5897632119 0 0 0 0 0 0 0 0 0 0 0 5178.74161069121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-BE" 0 135079.476328737 0 68066.8697681887 0 0 177521.382534861 0 0 0 0 0 103398.697992215 0 0 0 0 0 7213.83600511545 0 62822.7706909591 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-BG" 103643.930126697 0 220563.025363932 11096.5648574362 0 0 0 0 0 0 0 0 0 187875.134208639 0 0 0 189204.969394087 5666.68202294688 0 0 0 0 0 0 0 0 0 0 0 0 159238.943131544 0 0 0
"LI-CH" 0 0 0 96553.9992335412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3741.75540053763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-CY" 51721.3372986122 0 24691.2697409669 19240.9397272158 35028.1249366933 0 0 0 0 103667.770904695 0 0 0 141774.758428413 0 0 0 266117.258009333 6152.86746741762 0 0 0 121156.672902585 155755.770104595 0 0 0 0 0 0 0 29774.0820935818 0 765297.752727429 0
"LI-CZ" 44559.4976380326 0 0 0 0 30.8389037455013 307670.897901094 0 0 0 0 0 0 0 0 0 0 0 4079.36000019196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-DE" 10470.8846973081 0 0 19827.5395105814 0 0 327668.284714976 0 0 0 0 0 0 0 0 0 0 0 10467.7435115002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-DK" 7916.31997886652 0 0 21786.4270721132 0 0 818438.753394109 3369.62962668141 0 0 0 0 0 0 0 0 0 0 10819.5234756761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-EE" 50019.7820107652 0 0 0 0 79800.1284844568 496327.22594301 0 115427.394327555 0 0 0 0 0 0 0 0 0 3844.59638639977 0 0 184519.000305428 0 0 0 0 0 406374.126603926 0 0 0 0 0 0 0
"LI-EL" 14631.3496579406 0 0 58253.7108305276 0 0 0 0 0 244848.830446608 0 0 0 20160.7406199963 0 0 0 221252.053625079 7011.6092966731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-ES" 0 0 0 229229.635614257 0 0 0 0 0 0 368383.873150495 0 600859.727094525 0 0 0 0 0 3881.93459234877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-FI" 44210.3607883381 0 0 0 0 0 745076.942710301 0 0 0 0 2716.16490886855 0 0 0 0 0 0 5463.8786898038 0 0 0 0 0 0 0 0 9875.40061447867 0 0 0 0 0 0 0
"LI-FR" 0 0 0 233297.668731957 0 0 0 0 0 0 0 0 273622.445897514 0 0 0 0 0 3815.71027593522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-HR" 71479.0854473746 0 0 12319.5181332492 0 0 0 0 0 0 0 0 0 90351.925290558 0 0 0 240419.983837136 5754.66106686516 0 0 0 0 0 0 0 0 0 0 0 0 142852.044745666 0 0 0
"LI-HU" 519718.761090274 0 0 0 0 0 0 0 0 0 0 0 0 0 200809.712694543 0 0 0 5172.0226361546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-IE" 0 0 0 90068.2586533652 0 0 83007.2634546117 0 0 0 0 0 508346.694242776 0 0 138088.75109941 0 0 5937.91130503334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 495663.039124308
"LI-IS" 0 4103.6963460319 0 59999.0676126433 0 0 404307.35239076 0 0 0 0 0 31696.4884430391 0 0 0 154416.512759832 0 8240.09078733537 0 0 0 0 0 0 15546.051463804 0 0 0 0 0 0 0 0 47638.5818510916
"LI-IT" 557.987060319838 0 0 74572.8455066291 0 0 0 0 0 0 0 0 0 0 0 0 0 3721.13421171561 9653.99774362134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-LI" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7945.19125903989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-LT" 47833.5573257119 0 0 0 0 251611.459793855 293611.63741017 0 0 0 0 0 0 0 0 0 0 0 3876.87131366918 84599.3094089106 0 0 0 0 0 0 0 566800.189092745 0 0 0 0 0 0 0
"LI-LU" 0 0 0 67519.6816922793 0 0 180557.474102517 0 0 0 0 0 104189.812487863 0 0 0 0 0 7252.58036825735 0 29382.6352856409 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LI-LV" 47931.1125406282 0 0 0 0 194770.033466842 364638.948941709 0 0 0 0 0 0 0 0 0 0 0 3851.79607594006 189381.685126722 0 92550.2056732498 0 0 0 0 0 482175.189310541 0 0 0 0 0 0 0
"LI-ME" 71623.0182997099 0 0 412.74822783511 0 0 0 0 0 0 0 0 0 48968.3524984309 0 0 0 235068.398211543 6389.21419433609 0 0 0 59589.1121386231 0 0 0 0 0 0 0 0 11874.2561654531 0 0 0
"LI-MK" 52518.4467435893 0 0 19248.1044508796 0 0 0 0 0 0 0 0 0 34732.9373579188 0 0 0 235738.999789362 6331.37953688116 0 0 0 132673.995655812 90339.4556531977 0 0 0 0 0 0 0 22904.7023285798 0 0 0
"LI-MT" 0 0 0 80893.0762025624 0 0 0 0 0 0 0 0 0 0 0 0 0 514793.708865836 9585.7563364516 0 0 0 0 0 7983.00563529416 0 0 0 0 0 0 0 0 0 0
"LI-NL" 0 0 0 55118.6209852901 0 0 457740.57265125 0 0 0 0 0 4944.40288159553 0 0 0 0 0 8772.3613393318 0 0 0 0 0 0 98175.4978992112 0 0 0 0 0 0 0 0 0
"LI-NO" 6070.57255917117 0 0 24786.0440292378 0 0 813867.239244818 451812.871987566 0 0 0 0 0 0 0 0 0 0 11204.7576309635 0 0 0 0 0 0 0 9147.01833412581 0 0 0 0 0 0 0 0
"LI-PL" 48613.4751634524 0 0 0 0 255483.672662394 302759.765336953 0 0 0 0 0 0 0 0 0 0 0 4008.96051072458 0 0 0 0 0 0 0 0 262427.316378888 0 0 0 0 0 0 0
"LI-PT" 0 0 0 226045.240323001 0 0 0 0 0 0 501127.027094002 0 746541.345542174 0 0 0 0 0 3755.30190082184 0 0 0 0 0 0 0 0 0 108605.51618333 0 0 0 0 0 0
"LI-RO" 504191.752218204 0 0 0 0 0 0 0 0 0 0 0 0 0 387294.954630274 0 0 0 5201.83211067471 0 0 0 0 0 0 0 0 0 0 288290.049809147 0 0 0 0 0
"LI-SE" 26514.8323237007 0 0 9035.0250590123 0 0 772516.728851639 0 0 0 0 0 0 0 0 0 0 0 8292.15793919817 0 0 0 0 0 0 0 0 0 0 0 2476.80827420322 0 0 0 0
"LI-SI" 113757.358252671 0 0 1084.86536599439 0 0 0 0 0 0 0 0 0 0 0 0 0 195873.969887038 5534.93752009027 0 0 0 0 0 0 0 0 0 0 0 0 102240.417134682 0 0 0
"LI-SK" 550928.840379292 0 0 0 0 0 9098.7998761514 0 0 0 0 0 0 0 0 0 0 0 4884.15662479763 0 0 0 0 0 0 0 0 0 0 0 0 0 195480.579109416 0 0
"LI-TR" 114888.458950494 0 718804.148815003 107.756302333816 0 0 0 0 0 0 0 0 0 279202.775522556 0 0 0 196837.353019936 5525.30664327183 0 0 0 0 0 0 0 0 0 0 43791.1954806977 0 173205.852999767 0 328436.721267388 0
"LI-UK" 0 349419.049592285 0 99034.2286225396 0 0 81912.4664876917 0 0 0 0 0 265745.748221778 0 0 0 0 0 6730.18833338852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6428.95361124961
"LT-AT" 181396.064399057 0 0 0 0 200095.39030694 0 0 0 0 0 0 0 0 0 0 0 0 0 114333.494650308 0 0 0 0 0 0 0 566510.761426263 0 0 0 0 0 0 0
"LT-BE" 0 90463.9801519956 0 0 0 0 602292.89772186 0 0 0 0 0 0 0 0 0 0 0 0 123095.866670849 0 0 0 0 0 47670.4304171644 0 294019.313719304 0 0 0 0 0 0 0
"LT-BG" 0 0 126231.967463535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156964.703541738 0 0 0 0 0 0 0 0 0 474553.866615236 0 0 0 0 0
"LT-CH" 0 0 0 114066.259422996 0 201602.30318019 366220.068486654 0 0 0 0 0 0 0 0 0 0 0 0 83563.3144044365 0 0 0 0 0 0 0 558423.736937867 0 0 0 0 0 0 0
"LT-CY" 0 0 0 0 34719.8819972511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161761.641011755 0 0 0 0 0 0 0 0 0 67199.6838185886 0 0 0 578126.006016795 0
"LT-CZ" 0 0 0 0 0 87069.1699782015 0 0 0 0 0 0 0 0 0 0 0 0 0 104885.265897146 0 0 0 0 0 0 0 592694.300551287 0 0 0 0 0 0 0
"LT-DE" 0 0 0 0 0 0 394968.434248461 0 0 0 0 0 0 0 0 0 0 0 0 89791.1594012516 0 0 0 0 0 0 0 451328.53088792 0 0 0 0 0 0 0
"LT-DK" 0 0 0 0 0 0 0 35540.2448820365 0 0 0 0 0 0 0 0 0 0 0 175450.974711022 0 0 0 0 0 0 0 0 0 0 108089.727007706 0 0 0 0
"LT-EE" 0 0 0 0 0 0 0 0 77313.0253472172 0 0 0 0 0 0 0 0 0 0 108845.108312068 0 203633.715514237 0 0 0 0 0 0 0 0 0 0 0 0 0
"LT-EL" 0 0 269239.564890737 0 0 0 0 0 0 127982.028509775 0 0 0 0 0 0 0 0 0 154242.065124493 0 0 0 0 0 0 0 69563.2605419316 0 467606.510646322 0 0 0 0 0
"LT-ES" 0 0 0 0 0 0 656305.562774999 0 0 0 303412.218991171 0 839324.114155994 0 0 0 0 0 0 86043.9575166121 0 0 0 0 0 0 0 511601.388894761 0 0 0 0 0 0 0
"LT-FI" 0 0 0 0 0 0 0 0 118913.450378526 0 0 5755.18566666002 0 0 0 0 0 0 0 107908.762494476 0 89236.4405736819 0 0 0 0 0 0 0 0 0 0 0 0 0
"LT-FR" 0 0 0 0 0 0 611249.697342463 0 0 0 0 0 448365.903205716 0 0 0 0 0 0 89361.5309760262 0 0 0 0 0 0 0 462696.720213586 0 0 0 0 0 0 0
"LT-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 115938.670993037 180278.061870745 0 0 0 0 120425.189876918 0 0 0 0 0 0 0 619451.675905036 0 0 0 0 202065.837970411 0 0
"LT-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120861.481675285 0 0 0 0 124737.159670699 0 0 0 0 0 0 0 588040.010037782 0 0 0 0 128745.759517246 0 0
"LT-IE" 0 0 0 0 0 0 0 63724.2397535155 0 0 0 0 0 0 0 732.613372522819 0 0 0 169349.62542813 0 0 0 0 0 0 0 0 0 0 89499.4411585716 0 0 0 161731.066399112
"LT-IS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12678.3952561227 0 0 175518.469608602 0 57632.9287192585 0 0 0 0 289374.525654032 0 0 0 463162.174198699 0 0 0 0
"LT-IT" 306039.8570258 0 0 0 0 167527.653421686 0 0 0 0 0 0 0 10669.9927010928 0 0 0 7868.64859908426 0 124326.844054633 0 0 0 0 0 0 0 580105.666138142 0 0 0 92836.3296731945 0 0 0
"LT-LI" 47833.5573257119 0 0 0 0 251611.459793855 293611.63741017 0 0 0 0 0 0 0 0 0 0 0 3876.87131366918 84599.3094089106 0 0 0 0 0 0 0 566800.189092745 0 0 0 0 0 0 0
"LT-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137342.828404502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LT-LU" 0 0 0 0 0 0 641360.921954023 0 0 0 0 0 0 0 0 0 0 0 0 89335.4914525753 18223.3620297592 0 0 0 0 0 0 418848.398890634 0 0 0 0 0 0 0
"LT-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111601.149261311 0 69574.0376356368 0 0 0 0 0 0 0 0 0 0 0 0 0
"LT-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 273411.042871913 0 0 0 0 127494.573340442 0 0 69204.2817379629 0 0 0 0 551219.339660021 0 0 0 0 105197.849528778 0 0
"LT-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44731.2621988999 0 0 0 0 156969.786237297 0 0 0 73944.5068072475 0 0 0 623625.013527606 0 364999.040856433 0 0 0 0 0
"LT-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 519768.905111857 272677.016818992 0 0 616795.763711975 0 123909.472981419 0 0 0 0 6053.18226673541 0 0 606424.963137827 0 0 0 0 134173.675764753 0 0
"LT-NL" 0 0 0 0 0 0 512738.259124847 0 0 0 0 0 0 0 0 0 0 0 0 135713.803976922 0 0 0 0 0 101678.056278315 0 304785.0135566 0 0 0 0 0 0 0
"LT-NO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 169504.339023397 0 75842.2225041484 0 0 0 0 191458.930019735 0 0 0 472074.329027777 0 0 0 0
"LT-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124268.297507472 0 0 0 0 0 0 0 368374.409603394 0 0 0 0 0 0 0
"LT-PT" 0 0 0 0 0 0 665700.608604798 0 0 0 287998.929228461 0 707060.760773278 0 0 0 0 0 0 90256.9005523008 0 0 0 0 0 0 0 426586.409975485 195151.270960101 0 0 0 0 0 0
"LT-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156253.703189715 0 0 0 0 0 0 0 0 0 184540.898620471 0 0 0 0 0
"LT-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170090.062707596 0 74770.8186446669 0 0 0 0 0 0 0 0 13739.6516819802 0 0 0 0
"LT-SI" 258542.35350262 0 0 0 0 171868.817514414 0 0 0 0 0 0 0 0 0 0 0 0 0 126689.271207887 0 0 0 0 0 0 0 577267.922046568 0 0 0 66074.9516435642 0 0 0
"LT-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125676.750028272 0 0 0 0 0 0 0 597847.144146905 0 0 0 0 71191.8657758169 0 0
"LT-TR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146292.492349323 0 0 0 0 0 0 0 0 0 0 0 0 0 284100.902477774 0
"LT-UK" 0 0 0 0 0 0 616.341235524995 28053.7409606652 0 0 0 0 0 0 0 0 0 0 0 166661.805180188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152624.051746367
"LU-AT" 86768.5924939723 0 0 0 0 0 506382.047648146 0 0 0 0 0 0 0 0 0 0 0 0 0 28559.8385431432 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-BE" 0 135362.061518624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29886.5021963414 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-BG" 243913.404827846 0 251797.859287557 0 0 0 522232.078933269 0 0 0 0 0 0 60616.3457226465 16027.042070816 0 0 0 0 0 28009.6152563701 0 0 0 0 0 0 0 0 0 0 44049.9181787284 0 0 0
"LU-CH" 0 0 0 82986.6578159197 0 0 40084.822286591 0 0 0 0 0 197279.074895421 0 0 0 0 0 0 0 38872.3707398134 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-CY" 237344.37678524 0 164633.192670761 0 37024.2136258334 0 472642.018269774 0 0 98271.0826715668 0 0 0 179906.845191854 0 0 0 0 0 0 27185.9331824546 0 0 0 0 0 0 0 0 0 0 93546.4207895848 0 790296.196009404 0
"LU-CZ" 0 0 0 0 0 220190.026816374 429907.222805051 0 0 0 0 0 0 0 0 0 0 0 0 0 31199.7013011676 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-DE" 0 0 0 0 0 0 254071.008853915 0 0 0 0 0 0 0 0 0 0 0 0 0 21325.4096392567 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-DK" 0 2393.46578697442 0 0 0 0 580191.596998945 74327.9533529924 0 0 0 0 0 0 0 0 0 0 0 0 20585.5306358922 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-EE" 0 0 0 0 0 0 697539.098456293 0 3256.85341514217 0 0 0 0 0 0 0 0 0 0 0 17328.8487895816 82890.8144398409 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-EL" 101000.458685951 0 0 0 0 0 306798.16804426 0 0 242719.236752374 0 0 66372.3143837838 488871.948901284 0 0 0 208400.344547908 0 0 29229.5613962124 0 9563.77741571895 0 0 0 0 0 0 0 0 12361.0376178146 0 0 0
"LU-ES" 0 2853.97019110125 0 0 0 0 0 0 0 0 286765.041398802 0 893557.329026938 0 0 0 0 0 0 0 29735.2663277669 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-FI" 0 0 0 0 0 0 592725.899098774 164653.803555369 0 0 0 21796.9948521733 0 0 0 0 0 0 0 0 18907.6272408031 0 0 0 0 0 0 0 0 0 616611.109954329 0 0 0 0
"LU-FR" 0 0 0 0 0 0 0 0 0 0 0 0 398881.868219522 0 0 0 0 0 0 0 33121.6176288425 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-HR" 210899.436121994 0 0 0 0 0 445119.480468051 0 0 0 0 0 0 93232.896969455 0 0 0 0 0 0 28494.8903278872 0 0 0 0 0 0 0 0 0 0 140357.131982396 0 0 0
"LU-HU" 285165.633387317 0 0 0 0 0 522644.667051259 0 0 0 0 0 0 0 165466.137823336 0 0 0 0 0 30154.73146975 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-IE" 0 73582.5402503007 0 0 0 0 0 0 0 0 0 0 269943.527739663 0 0 138922.164987173 0 0 0 0 25052.2801089197 0 0 0 0 0 0 0 0 0 0 0 0 0 400455.27955196
"LU-IS" 0 188596.231891011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 153785.047724388 0 0 0 32761.9100583405 0 0 0 0 49217.5738641271 0 0 0 0 0 0 0 0 100226.976680791
"LU-IT" 0 0 0 146085.612117798 0 0 8653.81739299948 0 0 0 0 0 254941.072238734 0 0 0 0 8159.66593781433 0 0 33226.3712770975 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-LI" 0 0 0 67519.6816922793 0 0 180557.474102517 0 0 0 0 0 104189.812487863 0 0 0 0 0 7252.58036825735 0 29382.6352856409 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-LT" 0 0 0 0 0 0 641360.921954023 0 0 0 0 0 0 0 0 0 0 0 0 89335.4914525753 18223.3620297592 0 0 0 0 0 0 374275.341398028 0 0 0 0 0 0 0
"LU-LU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28661.7747601388 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LU-LV" 0 0 0 0 0 0 687208.130691701 0 0 0 0 0 0 0 0 0 0 0 0 135418.809649839 17693.8751899497 129239.014571016 0 0 0 0 0 502946.470317549 0 0 0 0 0 0 0
"LU-ME" 71008.8569391416 0 0 0 0 0 398208.498970267 0 0 0 0 0 33043.5204502998 4067.9736848288 0 0 0 136218.126888114 0 0 28848.603386395 0 64666.4764106999 0 0 0 0 0 0 0 0 114598.027762487 0 0 0
"LU-MK" 177178.026698617 0 0 0 0 0 414471.106702931 0 0 0 0 0 23381.3419572716 46346.5832062222 0 0 0 26955.4677902712 0 0 28680.1032414242 0 103502.681583212 86180.9731455416 0 0 0 0 0 0 0 173304.213800457 0 0 0
"LU-MT" 0 0 0 175919.327269227 0 0 35710.8933812264 0 0 0 0 0 202351.743596084 0 0 0 0 12958.3555920204 0 0 38152.7686999506 0 0 0 8133.12354390235 0 0 0 0 0 0 0 0 0 0
"LU-NL" 0 64916.3451404533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45234.3208057378 0 0 0 0 33138.505022197 0 0 0 0 0 0 0 0 0
"LU-NO" 0 566.451609692646 0 0 0 0 212441.846288989 0 0 0 0 0 0 0 0 0 0 0 0 0 25686.6293000647 0 0 0 0 63977.1467309485 359800.535021749 0 0 0 0 0 0 0 0
"LU-PL" 0 0 0 0 0 0 631246.433455071 0 0 0 0 0 0 0 0 0 0 0 0 0 21244.2832199479 0 0 0 0 0 0 310469.89009725 0 0 0 0 0 0 0
"LU-PT" 0 19866.3031042106 0 0 0 0 0 0 0 0 264403.736121572 0 1014614.92477892 0 0 0 0 0 0 0 19915.6942766817 0 0 0 0 0 0 0 191670.356784921 0 0 0 0 0 0
"LU-RO" 219321.468123948 0 0 0 0 31266.3315529651 543060.899865929 0 0 0 0 0 0 0 240241.945106282 0 0 0 0 0 30232.1106008621 0 0 0 0 0 0 0 0 272798.76647584 0 0 126270.924312387 0 0
"LU-SE" 0 0 0 0 0 0 561001.955224111 2970.34764363035 0 0 0 0 0 0 0 0 0 0 0 0 20362.5723286231 0 0 0 0 0 0 0 0 0 318978.052393488 0 0 0 0
"LU-SI" 220217.097241912 0 0 0 0 0 445938.198525697 0 0 0 0 0 0 0 0 0 0 0 0 0 28470.1756613312 0 0 0 0 0 0 0 0 0 0 72559.8630113069 0 0 0
"LU-SK" 0 0 0 0 0 386334.771591249 443972.349276669 0 0 0 0 0 0 0 0 0 0 0 0 0 30721.0818008154 0 0 0 0 0 0 0 0 0 0 0 117709.280731537 0 0
"LU-TR" 281762.856393228 0 188810.566595679 0 0 0 502563.394121654 0 0 0 0 0 0 0 288191.937362659 0 0 0 0 0 29317.2121317726 0 0 0 0 0 0 0 0 484652.339519312 0 0 0 310667.935445493 0
"LU-UK" 0 252735.591373492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28705.8478151741 0 0 0 0 0 0 0 0 0 0 0 0 0 239539.156224437
"LV-AT" 25133.8449327915 0 0 0 0 174668.963553249 0 0 0 0 0 0 0 0 0 0 0 0 0 175923.10815461 0 83647.1838256316 0 0 0 0 0 554670.835095039 0 0 0 0 0 0 0
"LV-BE" 0 89921.0803958353 0 0 0 0 570591.474285856 0 0 0 0 0 0 0 0 0 0 0 0 84634.3435007255 0 156307.12730461 0 0 0 53486.9072872595 0 0 0 0 0 0 0 0 0
"LV-BG" 0 0 127451.257333067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250898.156671998 0 51239.8247284527 0 0 0 0 0 0 0 452426.917592192 0 0 0 0 0
"LV-CH" 0 0 0 110653.609535126 0 7056.61727286158 583552.228727664 0 0 0 0 0 0 0 0 0 0 0 0 191076.891951753 0 89167.4266299184 0 0 0 0 0 432409.660558339 0 0 0 0 0 0 0
"LV-CY" 0 0 0 0 34188.9129421403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 141018.50986089 0 82587.3546605313 0 0 0 0 0 0 0 0 0 0 0 575290.415010554 0
"LV-CZ" 0 0 0 0 0 12253.32054829 0 0 0 0 0 0 0 0 0 0 0 0 0 187552.810182665 0 82356.3683532871 0 0 0 0 0 523085.946136712 0 0 0 0 0 0 0
"LV-DE" 0 0 0 0 0 0 404179.170122999 0 0 0 0 0 0 0 0 0 0 0 0 162079.79898635 0 108084.012449989 0 0 0 0 0 360220.928511426 0 0 0 0 0 0 0
"LV-DK" 0 0 0 0 0 0 0 1519.1790246208 0 0 0 0 0 0 0 0 0 0 0 0 0 236555.767601191 0 0 0 0 0 0 0 0 374753.463093987 0 0 0 0
"LV-EE" 0 0 0 0 0 0 0 0 80892.7976448767 0 0 0 0 0 0 0 0 0 0 0 0 128342.194616684 0 0 0 0 0 0 0 0 0 0 0 0 0
"LV-EL" 0 0 263504.973077478 0 0 0 0 0 0 77983.4566261949 0 0 0 0 0 0 0 0 0 275398.019964034 0 46122.0134641727 0 0 0 0 0 0 0 466946.896123399 0 0 0 0 0
"LV-ES" 0 0 0 0 0 0 608699.857081673 0 0 0 302878.882486678 0 939967.039019675 0 0 0 0 0 0 165003.342170962 0 107383.858593171 0 0 0 0 0 336160.195810674 0 0 0 0 0 0 0
"LV-FI" 0 0 0 0 0 0 0 0 166872.527722001 0 0 1700.48969520563 0 0 0 0 0 0 0 0 0 128120.418386585 0 0 0 0 0 0 0 0 0 0 0 0 0
